,comment
1009,"KAGET BGTTT ADA PAK MUH
KERENNN ABISSS 🔥🔥"
1010,Jelas ini mah harus banget trending 1
1011,Trending yok bisa yok
1012,Tahun 2020 sebentar yah 😭😭😭
1013,Njir kok sediihh 😭
1014,"Trendinggg yokkk bisaaa,
Like semua kometar orang.
!!!"
1015,KERENNNNNNNNN GILAAAAAAAAAAA!!!!!!!!!!!!!!!
1016,Kerennn bgt merindinggggg
1017,chandra & aulion and team are killing this bro dayumn.
1018,"Merinding,, parah.."
1019,"Gilaaa parah sih ini keren 
Sampe merinding"
1020,KEREN BANGETTT
1021,MERINDING HEYYY NANGISS
1022,"berasa nonton fillm pendek, wajib thumbs up sih ini, ngena banget"
1023,TOP!!!
1024,Cara terbaik untuk pamit @skinnyindonesian24
1025,becomcream nga adaa
1026,Konsepnya jauh lebih bagus dari tahun2 sebelumnya😍😍
1027,"Yg nonton ngulang ngulang, cung... Wkwkwk"
1028,KEREN BANGETTTT. INI WAJIB #TRENDING1 SIH
1029,9:21 ada kak david
1030,Sad ending:(
1031,MANTAP
1032,MERINDING WOI PAS BAGIAN HANIN DIYAAA :''(((((((
1033,Keren parah
1034,Proud👏🏻👏🏻👏🏻👏🏻
1035,Kerennnmm😭😭😭😭
1036,7:25 kirain Eclipse:((
1037,"11:34 puncak kesedihan, satttt !!!"
1038,"ga nyangka ya, banyak bgt momen yg udah kita lalui, dan rasanya tahun ini adalah tahun yang harus banyak bgt bersabar, good job #RI2020 bravo!"
1039,keren bangett sampe nangis nonton nya:{
1040,Merinding coookk keren banar 🔥🔥🔥🔥🔥🔥🔥
1041,Wkwkw ngakak bgt pas bagian kursi
1042,"TRENDING 1
TRENDING 1
TRENDING1"
1043,Keren
1044,Trending
1045,I CRIED :''
1046,keren bgt parahhh
1047,Kerenn gilaaaa
1048,Kerennn parraah (emot apii)
1049,"Keren sumpah tanpa embel"" drama jadinya keren banget ini yang di namakan kualitass"
1050,bener2 epic sih ..
1051,KEREN BANGETT❤️❤️❤️😭
1052,Ga trending?? Parah ajg
1053,"6:07 is that milos reference?!
Entah kenapa terbayang bayang njir"
1054,Bgst lord windah gw mana
1055,aing nangis nontong nya woii
1056,Keren bangett 😭
1057,"inii kerennn bangettt sih ngadain ide untuk masukin animator2 indonesia, biar ga cuman animasi luar aja yg di banggain, indo punya animator2 handal dan orang2 kreatif"
1058,Anjay ada budi 01 gaming
1059,KEREN BANGETTTTTTT
1060,THE BEST EVER !!!
1061,Trending
1062,"DAFTAR LAGU YOUTUBE REWIND 2020
A LIST BY SEORANG MANUSIA YANG GABUT
CUKUP DIBAYAR DENGAN LIKE
1:42 = Justin Bieber - Holy ft. Chance The Rapper"
1063,Go Indonesia
1064,Keren parahhhh👏👏👏👏
1065,Siluman kadal terkenal wkwk
1066,Kok banyak bawangnya sih....hiks hiks hiks....ayo bangkit Indonesiaku
1067,"Gilaaa parah keren merinding,seneng,sedih,tegang,campur aduk duh gak bisa di ungkapin pake kata"""
1068,Keren bangetttt
1069,"Sumpah ini keren banget Anjay ! Wajib Trending 1 ini mah
#Mogatrending1"
1070,Mantap banget
1071,Kerennn parahhhhh🤍🤍🤍🤍
1072,Gokil
1073,Sumpah merinding lur nontonnya🔥🔥🔥
1074,"INI YANG BIKIN GUE BANGGA JADI ORANG INDONESIA, 
TERIMAKASIH SUDAH MENGINGATKAN KAMI LAGI DENGAN POTENSI ANAK MUDA MUDI INDONESIA DENGAN BERBAGAI TALENTANYA. 
SALUT UNTUK KALIAN SEMUA, "
1075,top trend
1076,Gg
1077,"keren bangettt, merinding😭😭"
1078,Why I smile and cry in the same time? This is a masterpiece :') Thank you for all the hard work
1079,gokxx
1080,"terima kasih banyak buat para creators yang udah meluangkan waktunya buat bikin youtube rewind ini. keren bgt sampe gabisa berkata-kata😭 and special thanks buat Ka Aulion dan Ka Chandra yg udah ngedirect ini keren bgt kak, emg udah gausah diragukan lagi keahliannya. kalian semua keren♥️"
1081,ada dynamite xixixi
1082,Trending
1083,inii kerenn bgt gilaa
1084,P E T J A H 🔥🔥
1085,bukan mainnnn!!!!
1086,KEREEENNN *serius
1087,Asli keren
1088,KEREN PARAAAAHHH CUYYYYY HUAAAA!!!!
1089,Kerennn bangettt merinding 😚
1090,Wooohhh Keren banget ...👏👏👏
1091,AOT Final season khas bang haji nya kak:)
1092,KEREN BANGETT!!!!!!
1093,Kereeeennnnnnn harus tr3ndinggggggg
1094,class is permanent
1095,Trending
1096,Player ff mendominasi pubg ML  mana😌
1097,gaolllll
1098,Keren parah ♥️♥️
1099,😭😭😭😭❤️❤️❤️❤️
1100,Kok gk ada yutuber otomotif
1101,GG PARAH
1102,"Bahagia,sedih,ngakak,terharu semua  lengkap 😌🔥🔥"
1103,Kok greget ya liatnya 🤩🤩🤩
1104,👍
1105,Salut 🍻
1106,Huuuuhhhh
1107,"beda tim produksi beda kualitas emang, bukan asal sewa stadion haha"
1108,Mantap jiwa
1109,kerennn
1110,masterpiece 2020
1111,"MAKASI SELALU ADA KARYA"" YANG LUAR BIASA, DARI SEMUA INI BANYAK BANGET PELAJARANNYA

PROUD OF U ALL"
1112,11:29 youtuber idola sih asli ....om Fitra eri
1113,EDAAAAAN🔥
1114,Bagus bangeddd
1115,#RI2020 KERENNNNN
1116,"COBA ADA OURA,MARSHA NO MERCY,YURINO"
1117,"2:13  3:42waduh ad panutan ku nih uwoe
5:32 kirain queen of pentol"
1118,kenapa gua nangis?
1119,Endingnya skinny pamit dong
1120,Keren banget !!! Terutama lagu mashup nya ! Thank you for all the hardwork dan terima kasih jg OCBC NISP dan sponsor lain uda bantu sponsorin jd bs bkin sekeren ini jg !
1121,bagus bangetttttt!!!!
1122,Kaget liat dapid sama mas panca
1123,Keren bangett sumpahh 🔥🔥🔥🔥 director nya tim2one sama aulion memang gk ada lawan 🔥
1124,Trending
1125,Keren banget cooooooook oriiiiiii
1126,"KEREN BANGET GUA SAMPE MERINDINGGG SUMPAHHHH
CONGRATS FOR AULION & CHANDRA LIOW DAN PARA YOUTUBER LAINNYA SEMOGA KONTEN KALIAN DI 2021 LEBIH KREATIF DAN KEREN KEREN!!!!!!"
1127,Kado perpisahan terindah untuk 2020
1128,Entah knapa aku ntn sambil netesin air mata. Sekeren ini woi... Youtuber mati2 an cari content yg bagus. Tapi kalah oleh berita gimick gk mutu. Tetap semangat youtuber indonesia. Aku rindu youtube seperti dahulu.
1129,SUMPAH KEREN SIH
1130,"Sumpah gak bisa berkata"" untuk rewind tahun ini Baguss banget 
I'm so proud of you of you guyss"
1131,Pengen nangis gua liatnya gila keran bet
1132,"Serius gw nonton rewind 2020 berasa panjang banget. Feel yang gw dapet ditahun ini bener-bener berkesan, tahun yang ga disangka bakal sesingkat ini, dan punya keunikan cerita dibaliknya. Semoga di tahun yang akan datang, kita semua mendapatkan kebahagiaan dan kesuksesan dunia maupun akhirat. :)"
1133,tretan meresahkan
1134,Beginilah jadinya kalo orang orang kreatif di Indonesia berkumpul jadi satu.
1135,10:25 gw di bawa ke jaman2 youtube palng gw suka !! tq chandra liaow dan semua team yang udah menghibur kami !!
1136,Merinding cukkk gillaaaa kerennn bangeettt abangggggg
1137,Mantap 👍
1138,KEREN BGT CUY
1139,Waaawaaaa
1140,"Keren banget, gilaaaa"
1141,apa gua doang yg ngakak gra2 ada pak muh
1142,"NAY gaada ? Wkwkwkwk
Apa jangan2 😂
Komen uy😂"
1143,Boom!
1144,"Mantap, lanjutkan kak"
1145,trending dong naik terus
1146,kasian Luthfi anjayani ga diajak😂
1147,"Mangap aku nontonnya
Endingnya terhura
Merinding wahh keren ✨"
1148,Wow.. gue nangis lo entah kenapa... GILAA..!!!! KEREN PARAHHHH...!!!!!!🔥🔥🔥🔥🔥🔥🔥🔥🔥
1149,"BERKELAS. 

That's all."
1150,Gilaaa keren bangett
1151,AYOK DONG TRENDING 1
1152,Keren
1153,10:54 ggs keinget wktu sd 😭
1154,Pas om deddy jari ke 0 langsung iklan
1155,MERINDING HEYYY NANGISS
1156,PAK MUH !!!!!!!!!
1157,Merindinggg asli!
1158,🔥🔥🔥
1159,SUMPAH BRAVO
1160,TRENDINGKAN!!!
1161,KEREN BGTTT!!!
1162,Bocah: nga-seru masak yang terkenal cuma atta sama Dylan pross
1163,KEEREENN 🔥🔥🔥🔥🔥🔥🔥🔥🔥🇮🇩🇮🇩
1164,Di momen akhir nangis gw
1165,"Blm nonton, gw lgsg like 👍🏻 😂

Edit...
Ciri khas aulion banget ini mah, bnyak warna, memanjakan mata.😎"
1166,Yahh ga ada Brando windah 😂
1167,"Rewind terkeren di tahun 2020 ini, walau ternyata tahun ini gak disangka kita alami secara global dilanda pandemi covid 19, tapi untuk membuat konsep, ide, dan segala usahanya dalam membuat karya persembahan rewind penutup 2020 ini benar2 matang. Kalian d’best, we proud of you #RI2020"
1168,Mantap 🔥
1169,Gue paling suka  pd saat adegannya Tretan Muslim % Coki :)
1170,#NYALAKAN.INDONESIA
1171,#RI020 Epiccc🔥🔥🔥
1172,KEREN BANGET BYE
1173,SUMPAH LEBIH BAGUS DARI 2018
1174,Dari awal sampe Akhir gw merinding. Keren paraah gilak
1175,Nangis aku liatnya🤧
1176,Pecahh pecah
1177,Bagus..keren.. I enjoyed it.. Thanks buat semua yang terlibat dan berpartisipasi dalam project ini.. #RI2020
1178,"Salut dengan #RI2020, tetap semangat dalam berkarya Creators Indonesia 🔥"
1179,KEREEEEEEN BANGET🔥
1180,Spam Trending
1181,Pak Muh is that uuuuu xD
1182,Mengandung bawang
1183,Trendinggkan
1184,gokssss 🍾
1185,🔥🔥🔥
1186,Sumpahh kerenn
1187,its a wow
1188,Gilakkk youtube rewind terkerennn🔥🔥🔥🔥
1189,TRENDINGGGG
1190,Kerennn
1191,"Ini aku merasa aja atau gimana ya, kurasa ada bagian chef arnoldnya itu di bagian kedua di ganti sama chandra"
1192,Semangatt 2021 !
1193,bayu skak e ndi mas? :(
1194,The best video youtube 2020😍 #RI2020
1195,Spektakuler 🔥 terimakasih kawan2 YouTubers 🙏🏻
1196,Wahh ini sih keren parahhh borrr sampe merinding gini cukkk
1197,"Bagus sekali, keren"
1198,Ramaaaaiii....🔥🔥🔥
1199,Keren banget napa si
1200,mantap btr
1201,Indonesian pride🔥
1202,KEREN BANGETTT!!! T^T #trending1
1203,KELASSSSS ABISSSSSSS !
1204,HAHAHAHAHAHHA DEMITUHAN KAGET ADA PAK MUH LUCUUU BGTTTTT
1205,pak muh mood bgt 🤍🤍😭
1206,Keren banget. Sampe terharu liatnya😢
1207,"merinding, kangen, bangga, salut!!!"
1208,Gokss🔥
1209,Youtuber Binatang ga join nih wkwkw
1210,scene 7:15 berasa nonton netplik
1211,PAK JOKOWI GA DI AJAK NIH
1212,"Sayang, tidak ada nakama dalam video ini."
1213,IRI BILANG BOS !!!
1214,mahal
1215,wah walaupun tidak bisa bertemu tapi tetap keren berjuanglah youruber indonesia 😁😁😁
1216,Keren keren keren parah 100000000~x ⚡💜
1217,Gokss🔥🔥
1218,Yt emang beda ama TT
1219,Keren parah 🔥
1220,🔥 🔥 🔥
1221,#RI2020 merinding. Terutama endingnya kalo dapet feelnya pasti bikin nangis
1222,REV KEREN BGT NANGISSS❤️❤️😭😭
1223,DAMN!🔥 Merinding Bgt Asliiii!🔥❤
1224,"jam 22.49 viewers 522k sedangkan like 558k, yutub ngaco wkwk"
1225,Keren banget asli
1226,"bagiannya hanin bikin merinding banget pingin nangis :""""""""("
1227,KEREN PARAHH!! REWIND YOUTUBE TERDABEST TERKOMPLIT
1228,KURANG MANCA NIH GA SERU ATO GA MANCA YANG NGEDIT
1229,KEREN BGT CUY
1230,Gokkkssss sih🔥🔥🔥
1231,Ini yg paling kren keknya 👍👍👍
1232,"demi apapun gua merinding, keren banget siii ini"
1233,nangiss liat nya keren bgt hiksrot
1234,"Yang ada liat Erpan1140,dimenit keberapa, kasih tau gw"
1235,Loh ini rewind Indonesia?..ini udh kelas global sih :)
1236,Keren bet rewind nya sumpah
1237,Let's goooooooo 🔥🔥🔥🔥🔥
1238,"Ya ampun, sampe nangis nonton youtube rewind 2020. Menyentuh banget!!!!! Good job buat bang chandra, aulion, dan seluruh creator youtube di Indonesia!!! :')"
1239,🔥🔥🔥
1240,3:10 penampakan coookk....
1241,👏🖒🖒🖒mantap ❤🇮🇩
1242,AWEEESOMEEE !!!
1243,"Bagus ini bukan cuman musik doang tapi ada film pendek nya,sukses terus youtubers indonesia 👍👍👍"
1244,7:53 mulai dari sini w merinding banget.
1245,Gak ngeliat ixora?😅
1246,KEREEEEEEN
1247,KEREN KALIAN KEREN SEKALI 💜
1248,dibuat campur aduk bgt perasaannya masa sampe nangis coba ahhhhhhhhh keren bgttt salut sama kalian semua❤️❤️❤️❤️❤️
1249,"I don't know why i cry >_< kek gue keren bgt bisa bertahan di 2020 walau banyak dirumahnya tapi banyak juga cobaan atau hambatan di tahun ini yang bikin naik turun mood •_• thanks god 
And btw i'm gonna miss all of these viral thing on 2020"
1250,Gilaaaa
1251,sumpah ini keren banget parah !!!!!
1252,Kereeennnnn!!!!!❤️❤️
1253,"Baimwong sibuk bagi"""
1254,Kok gue gk ada😂😂
1255,kerennn parah gila
1256,"Coki muslim, ga dimana2 bikin ngakak wkkwkwkwkkwkw"
1257,Kerenn bgtt😭😭❤️❤️
1258,This video has more Likes than viewers ._.
1259,Beh epic bgt penyatuan lathi  sama blackping woiii
1260,makasih 2020😞
1261,"SUMPAHHH INI KEREN BANGETT, TERIMA KASIH UNTUK KARYA-KARYA NYA SELAMA SETAHUN INI. SUKSES TERUS, JAGA KESEHATAN !"
1262,Aaaaa kerenn woii
1263,The best youtube rewind since 2014
1264,"Sekerenn ituu, gilaaa"
1265,bang budiiiiiii
1266,"I apreciate about yt rewind 2020,tapi Ada Fitra Eri tapi kenapa gaada garasi drift.garasi drift terkenal loh dalam YouTube otomotif?"
1267,"Mau tanya, itu rumah scene awal ada dimana ya? Bagus banget asli kalau buat syuting."
1268,Menyala 🔥🔥🔥🔥🔥
1269,❤️
1270,KEREN BANGET
1271,"Cuma bisa bantu nonton dan ga nge skip ad, gokillllllllllll"
1272,kerennnnn
1273,Berkelasss bggttt saikkkkkk😭❤️❤️
1274,"Gilaa keren n kreatif banget , good job❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
1275,KEREN BANGET GILAAAA 🔥🔥🔥🔥 THANKYOU FOR THE HARDWORK #RI2020
1276,Epic
1277,"Spechless...., THANKS A LOT UNTUK SEMUA ORANG YG TERLIBAT DALAM PROJECT INI 🤩🤩"
1278,Keren bgt lihat nya sampe nangissss!!😭
1279,Smooth banget videonya...
1280,Mau nangis :(
1281,Gada obat dadadadahh aseli
1282,11:19 Nangiss woii liat mas anca 😭😭😭
1283,2020 mau udahan ya 😭😭😭
1284,SUMPAH MERINDING BET ASLI
1285,SUMPAA MERINDING DEMI HUHU NANGIS BNGT 😭🤍
1286,"Kereeeen banget, tapi kurang scene PUBG wkwkwkw"
1287,pliss gue makin gabisa ninggalin 2020:)
1288,Sumpah keren😭😭
1289,MERINDING CUUKKKK !!!!!
1290,Merindiinggggg 🔥
1291,Alhmdllh kakak beradik podcst msuk #RI2020
1292,"2021
Bring back penspinning"
1293,Mantap tahun ini
1294,"SUMPAHHH sedih banget pas liat ka jo sama Andovi😶 sumpah gue kangen jaman jaman YouTube masih di kuasai mereka...sebanyak apapun YouTubers baru tetep kalian yang selalu di hati gue,makasih udah menghibur kita semua we always love you❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️"
1295,Merindingggg🔥
1296,Ericko manya woyyy
1297,masterpiece
1298,bangga bangett sama all the team yang berkontribusi buat rewind tahun ini👏🏼👏🏼👏🏼
1299,AULLLLLLL 😍
1300,Pas klimaks nya dapat banget sumpah
1301,Niceeeeeeee aaaaaaaa love it
1302,Terimakasih
1303,Terimakasih karyanya yg luar biasa..
1304,3:11 ada yang ngintip
1305,"Ini keren banget,
Terima kasih sudah memasukan lagu  dynamite dari bts ke sini💜💜"
1306,11:35  huhuu im cry🥺😢😢😢
1307,Speechless wehh....
1308,Kereeeeen pisaaannn❤️❤️❤️
1309,mantap
1310,KERENN ABISS🔥🔥🇮🇩
1311,it feels like end of decade :(( we will start new decade
1312,perfectly done dari pre sampai post gak maksain yang harus ada dan berusaha input all type of diversity yang ada memang sendiri mustahil belum bisa tapi kalau bersama there is a way
1313,Keren parahh
1314,Superb
1315,Sumpah ini keren banget!!
1316,Udh deh kalian semua keren apalagi keluarganya atta dah mantep dah dah dah
1317,Pak muh hahahahha
1318,Pak Muhhhhh
1319,Waah ini bagus sihh. Emang terbaek
1320,beeeeest
1321,MANAAAA MIAWAUGGGGGG SAMA GARASI DRIFTTTTT 😠😠
1322,Beda jauh ama yg disponsorin sama bank ya wkwk.
1323,It must go trending!
1324,GILAKKK BENERBENER NONTONNYA SANGATSANGAT MENAKJUBKANNN!!! BARU KALI INI KOMEN DI YOUTUBE😍😍😍
1325,"Netes air mata gw anjirrr, keren banget, sekuat itu kita semua bisa melalui 2020 dengan hal2 yang baik dan sangat baik ..."
1326,THIS IS AMAZING!!
1327,NANGIS LIAT INI KEREN BANGET!!!!
1328,Reza Arab ikut rewind lagi woiiiii😭😭😭😭🔥🔥🔥🔥
1329,"merinding banget gue nonton ini, semuanya yang terangkum bikin gue inget dan bersyukur. di tahun yang berat ini gue ngalamin bebagai macam cobaan, jatuh bangun. tapi gue berthan sampai titik ini"
1330,Seru bnget IT'S THE BETS
1331,Dita Karang mana banggggggggggg???
1332,idenya parah si out of the box bgtt
1333,Woah gila ini keren banget😭🔥🔥🔥
1334,"Gua ramal, bakal trending 1.
Ntar bilang ya kalo udah trending."
1335,GA ADA OBAT
1336,PARAHHH KEREN BGT SI INI
1337,Makasih
1338,Kurang chikakiku tuh
1339,THE BEST 🔥🔥🔥🔥🔥
1340,Merinding asliikbsama kreativitas dan sense of art/design nya
1341,"lindungi indonesia kami,dan matikan kami dalam keadaan husnul hotimah ya rabb....amin ."
1342,GILAAAAAA KEREN ABIZZ
1343,2016 vibe
1344,ericko lim gaada nih? 😁
1345,debes!
1346,Anjaaay🖖
1347,mantap
1348,"Di YouTube rewind ini, semua yang menonton menaruh harapan besar agar di tahun 2021 tidak ada lagi kejadian seperti tahun ini.
#save2020"
1349,NANGIS BGTTT BAGUSS BANGETTTT!!!!😭😭😭😭😭
1350,KEREN BANGEETTTTT😭😭😭
1351,PAK MUUHHHH
1352,Indosiar butuh editor kek gini njir
1353,kerennn🔥
1354,Satu kata Merinding !!!!
1355,KEREN BGT MERINDING 😭😭🔥🔥
1356,Gokss🔥🔥🔥🔥
1357,PECAAH GILAAA!
1358,"Pas denger ""Angkatan 2020 selamat anda telah lulus"" merinding bgt huhu too sad too cry"
1359,Sumpah keren bangeeeeet 😭
1360,Ada Fadil sama pak muh😂
1361,"The real rewind is back
Otw trending"
1362,Kurang lagu lemon tree gustixa:'(
1363,kereeen #2019GantiPResident
1364,4.16 savage
1365,that among us scene concept and brainstorming idea was so lit!!!  GG #RI2020
1366,Sumpah ini gila banget woi
1367,Yg Dislike Rada² Bro
1368,KERENN BANGETTTT!!!!
1369,PAK MUH...
1370,KEREN BGT ASLI GUA MERINDINGGGGGG!!!!!
1371,Pengen youtuber idolamu collab? Nonton video ini aja👌🏻
1372,AKU CINTA INDONESIA
1373,"Sekarang gak akan ada lagi yg komen kebanyakan isinya artis bukam yutuber
Keren anjir"
1374,#RI2020 GILAAA KEREN BANGETTT
1375,Sad ending sih tpi sumpah ini keren bnget
1376,mantap pollll❤️
1377,nangissss keren bangeettt
1378,"FINALLY!!! KEREN BANGET GILAAAAA!!
#RI2020"
1379,"TRENDING!! #01
🔥🔥🔥"
1380,Itu gimn ceritanya anjir yg nonton 522 yg ngelike 557
1381,Gangerti lagi ini GILA bgt
1382,GASSSS TROSSSS
1383,"Kenapa setiap rewind selalu ada kak Dovi,Atta dll ya?
Perasaan tahun ini mereka GK terlalu up di yt"
1384,Mancaaaaa........Mnaaaaa.....Mancaaaaa....✔😢
1385,Cringe
1386,"Jangan komen pake emot,trndingkannnnn"
1387,Bingung sm yg ngeunlike
1388,Ya ampun salfok bapaknya kak fadil woyy
1389,demi apazihhh keren bgt!!!
1390,"Before : 🙂
After : 😭❤️🤍"
1391,ihh kenapa ga ada qory sama brando??
1392,"#RI2020
KALIAN TERBAIK 👍"
1393,"Ahh bunaaa salfok banget, cantikkk😭"
1394,2:13 bang budi panutan
1395,KELAS DUNIA 🔥
1396,menit 1:00 itu plagiat cod cold war anjgggg
1397,WAJIB BANGET NI TRENDING
1398,"Keren :""')"
1399,GOKIL ABIS
1400,Tretannn And Cokiii The Best
1401,"Yah, meskipun 2020 sudah hancur banget, di januari kita sudah beri banjir, kemudian beberapa bulan kemudian covid-19 masuk ke indonesia, kita diam di rumah terus, semua acara yang udah disusun bareng temen semuanya hancur..... ya bener bener tahun terburuk, tapi lihatlah di akhir tahun kita sudah disuguhi dengan hal yang sangat hangat banget, jadi kalo 2020 udah menjadi tahun terburuk maka jangan buat tahun 2021 menjadi tambah buruk :)"
1402,Kuntull sayag
1403,Goosebumps...goosebumps dimana mana...merinding+nangis😭
1404,ADA DAVID AAAAAA
1405,Parah sii sampe keluar air mata coy
1406,MERINDINGGGG KEREN BGTTTT
1407,magda sama konex
1408,"TRENDING!! #01
🔥🔥🔥"
1409,Keren parah
1410,Keren bgtt sumpah😘😘
1411,Sumpah yg dislike ga ngerti gue ada masalah hidup apa dia awokwowkwok
1412,"pov : TERIMAKASIH SELALU ADA 
          TERIMAKASIH SELALU ADA
          TERIMAKASIH SELALU ADA"
1413,Demi apa gue nangis liat video ini sumpah 😭😭😭😭😭 keren banget gilaaaakkkkkk
1414,Video terepic yang gua tonton di tahun 2020 🌻
1415,"Mantap YouTube rewind Indonesia.
Lengkap sudah divideo ini.
skinnyIndonesia24 tetap di hati pokoknya."
1416,😭
1417,Keren bet njirr
1418,TERLALU KEREN 😭😭😭😭😭😭
1419,Gila sayang bgt sama pak muh :))
1420,Keren kereeen banget!!! fire
1421,"Anjir Hanin,cinta mati gue sama lo!!!
Keren semua gilaaaa"
1422,Lagi seru eh iklan 😣 tp ini keren banget🔥🔥🔥🔥🔥
1423,Ngebaperin sumpa 😭
1424,"7:58
Gua nangis sumpaaa
Go trending plisss"
1425,WOYYBARU KALI INI LIAT VIEWS SAMA LIKE SEIMBANG!!!!
1426,Ada yang lihat ODADING MANG OLEH?
1427,AMAZING 🔥🔥
1428,KEREN PARAH
1429,Engga ada obat emang
1430,AAA MERINDING
1431,Kerennnn
1432,"Scene terepik menurut aku
Waktu matiin mic
Ngomong sama kursi kosong
Kekeyi bukan boneka"
1433,"GA NGERTI LAGI MERINDING BGT TB TB NANGIS KEINGET KONTEN KREATOR JAMAN DULU KA CANDRA, KA ARAP DKK, SUMPAH I NANGIS BGT KANGEN😭👉🏻👈🏻"
1434,MANAAAAA FPIIIIII WOYYY KOK GA ADAAAA
1435,Keren abis bang
1436,kren
1437,"DEMI APAPUN TBTB AIR MATA GUA KELUAR MEN GILA GILA, BENER"" KEREN BANGETT BANGETT BANGETTTT"
1438,KERENNNNNNN BGTTTTTTTTTTTT
1439,"Yg nonton lebih dari 5 kali ada gak, sakin bagus nya😘😍"
1440,"Di 2020 ini, berat banget
Tdk ada restu ortunya, pekerjaan terhambat, dll"
1441,kereeeeeeeeeeeeeeeeeeeeeeeeeeeeeen paraaaaaaaaaaaah
1442,Mantap bro. Keren
1443,erikolim kok gaada
1444,Keren gilaa #RI2020
1445,Gokil abis cuy 😂😂😂😂👍👍👍👍👍👍
1446,"Sedih banget woyy, KEREN BANGETTTTTT"
1447,9:45 kereeeeeeen gak ketulungan
1448,Wht a concept man..:'')))
1449,GOODJOBBB INI KEREN BGTTTTTTT
1450,Wah gila keren PARAHH
1451,Hapus aja rewind yang dr narkoboy malumaluin wkwkw jauh banget bagusan rewind yang di handle chandra
1452,#RI2020 majuuu teruss
1453,Keren parah
1454,Pas liat Pak Muh sama Bang Fadhil gatau kenapa ikutan senyum✨
1455,GILAAA!!!!!!! 😭😭😭
1456,Gokzzzz parah sih
1457,Gila Sih Ini Yang Gua Tunggu Tunggu Para Senior Berkumpul Kembali Untuk Rewind Yah Di nanti nanti. Good For You skinny Yang Tahun ini atau esok adalah tahun Terakhir Buat kalian. Kami Bangga Dengan Kalian Wahai Para senior Senior Ku
1458,ketika lo ngerasa bersalah karena dapet tontonan sebagus ini karena cuma bisa like
1459,Keren banget woy😭
1460,this rewind 🔥🔥🔥 petjah🔥🔥
1461,"4:15 dimatiin dong mikrofonnya, yak kenal adegan itu"
1462,Pecahhhh sih paling pecahhh..
1463,"Bagus buanget banget banget...👍👍👍
Trending!
Trending!
Trending!"
1464,Cepet trending yaa
1465,AAAAAH KEREEEEN😭😭😭😭😭😭
1466,"2:49 : Chef Arnold
2:51 : Chandraliow"
1467,keren parahhh!!!
1468,where bintang emon wkwk
1469,Yg dislike pasti anak2 tiktodd :v
1470,keren !
1471,Erpan1140 :'(
1472,Keren banget.. 👍🏻👍🏻👍🏻 banyak banget youtuber indonesia 2020..
1473,"Mulai menit 7:35 epic bgt..
Mood campur aduk..
Musik yg kerennn bgtt"
1474,SUMPAH KEREN BANGET KONSEP NYA ALUS BANGET GG !!
1475,Masterpiece
1476,Gokss
1477,Goks👏👏👏
1478,kerennn
1479,"GG GAMING
GG GAMING GK GUYS REWIND 2020
KITA ABSEN DULU:
AD DEDDY "
1480,Kurang rewind tentang erick balik ke rumahhh🤣🤣🤣
1481,"Ttep. Team Han ji pyeong
#youtuberewind2020 #startup"
1482,Gacor parah inimah kerenn😭
1483,Masih ada hal baik di 2020
1484,Wah gila ini mah gua ulang berulang ulaangg co
1485,Gila sih....KERENNNN ABIZZ Gk ada obat sih
1486,M E R I N D I N G
1487,Keren paraahh!!!
1488,Oh man.. What a masterpiece!
1489,✨keren gaada obat✨
1490,"Paan si ini kan YouTube rewind 
Kok ada si mba r kan dia viral di tik tok"
1491,Hahhhhhh apaan sih ini keren banget!!!!!!
1492,Ini YouTube Rewind paling keren sih 😭👍
1493,Yang dislike punya masalah apa si.... bagus banget ini
1494,WAJIB TREND DAN SELURUH ORANG INDO TAU! KEREN BANGET!
1495,anjir gw baper sampe nangis lihatnya keren parah
1496,keren banget woy😭👍🏻
1497,Keren keren
1498,Jujur keren bangett mau nangissss ㅠㅠㅠㅠㅠㅠㅠㅠ
1499,Akhir nya nunggu selama 4 tahun akhir nya ada rewind yg di direct chandra dkk
1500,Gile broo!!
1501,KEREEENNN BANGETTT ASLIIII
1502,Kerennnn
1503,Bener bener kerenn
1504,Merinding pas hanin nyanyi
1505,Kerennn sangattt😍😍
1506,Keren cokkkkkk jadi flashback ke YouTube lama kernnnnnnn nya 😭
1507,Mau meninggol hahaha keren anjir vibesnya dapat banget sumpah deh
1508,mantap
1509,GG parah sih ni....
1510,"Kelassss, parahhhh"
1511,Kerenn bgt gila
1512,"Merinding parah, 2020 memang tahun diselenggarakan ujian massal"
1513,Keren abis sumpah
1514,Ada pakmuh
1515,Goosebumps rekkk 😍
1516,Pecah abiss si kereennn
1517,Pleas treanding
1518,Wuiihh cakeeeppp..... Good😍😍😍
1519,"Harusnya bang erpan,erickolim, ryezn, bobon santoso ikut pasti lebih mantap"
1520,The long-awaited one has finally arrived
1521,keren bangeeeeeeeeeeeet
1522,"GAK ADA OBATTTTTT, KEREN PARAHHHHHH 
#RI2020"
1523,MASTERPIECE 🔥🔥🔥
1524,"Sumpah, keren bgt bgt bgt bgttt"
1525,KERENN MASHAALLAH
1526,"b aja sih, ga ada nangisnya"
1527,4:10 familiar
1528,🔥🔥🔥🔥🔥
