,comment
904,"GOOD JOB TEAM REWIND 2020!!!!
AMAZING!!!!"
905,Santai dong mukanya maell lee🤣
906,Kok gue nangis sih nontonnya 😭☹🥺
907,"Sumpah keren merinding membangun campur aduk , kerennn parah❤️"
908,GOKIL!! MERINDING BET SUMPAH
909,"kacau sih ini epic abis, wajib trending 1 haruuus!"
910,Pretty nice🔥
911,Terkonsep dan emosinya dapat.. 👍👍
912,gokil parah mantap
913,Gua masih heran kenapa 2019 gak ada REWIND
914,Harus trendinnggg!!
915,"Jauh sama yg kmren mahh, kerenan ini su"
916,"14 menit yang sangat berguna, kerennnnn🎉"
917,GILAAAA KEREN BANGETTTT 🔥🔥🔥
918,terharu liatnya 😭
919,Keren habis ini .... kreatif merinding lihatnya 😊😊😊
920,Pecah!!!!🔥
921,Big Thanks to all of you :D
922,2019 Mane?
923,Keren Banget!!! Banget!!! Banget!!!
924,SLALU KERENNN😭😭😍😍🔥🔥🔥
925,"Bagus banged,insyaallah tahun depan ak harus ad nih di rewind 2021 harus semangat ngeyutub nya nih💖🥰"
926,lebih baik daripada tahun kemarin (video nya)
927,19 detik nya mana wkwk
928,"KURANG CITA CITA BANG BRANDO, GASERUUU"
929,"Gilaaaa terharu gw dgn penutupan tahun ini•́  ‿ ,•̀kalian penghibur ter the best dah"
930,"Keren parahh ,merinding anjir"
931,OTW TRENDING 🔥
932,keren parahh 👍👍🔥
933,Amazing🔥
934,NEXT REAKSI EDITOR INDONESIA: YOUTUBE REWIND 2020
935,no words... keren banget!
936,"Sumpah! perasaan jadi campur aduk begini dah pas nonton ini, seneng, bangga sama terharu gilaaa!!! HARMONIS BANGETT BERKELASSS PARAHH!!!😭👍👍👍"
937,"AAAAA KEREN SEKALIII! Terharu liatnyaaa! Bahkan nagiih. Congratz aulion & chandra, dan tim!!💖😭"
938,Pak Muh 🙌🏻
939,"Teruntuk 2020, semoga ga ada season 2 !!! 

#RI2020"
940,DANGGGGG YAZ!
941,Gokiiilllll!!!!!! Kalo bisa mah tiap tahun bikin ginian
942,"Setiap kali ada youtuber yang vidionya selalu di tonton, histeris sendiri. Hahahaha"
943,"15 menit yang sangat padat, keren abang2 director"
944,"Wah ini seh menjadi Youtube Rewind Indonesia Terepic parah! Dari penataan musik, pengambilan gambar dan jalan ceritanya berkesinambungan semua.
#nodebat"
945,end nya sad teringat masa lalu njer:(
946,🔥🔥🔥🔥
947,🔥🔥🔥🔥
948,"ga sia sia nunggu si kalo gini, keren banget parahh"
949,KEREN BANGET!
950,TRENDING!
951,MERINDIIIIINGGG😭😭😭
952,Pecahhh gilaaa!!!
953,TRENDINGGG #1 PLEASEEEEE
954,Class🔥🔥🔥🔥
955,🔥🔥🔥🔥🔥🔥🔥
956,"Gilaaaaa, keren parah sih ini!"
957,GG PARAHH
958,"""TRENDING""
""TRENDING""
""TRENDING"""
959,Keren parah merinding!!!!!! Sungguh berterima kasih pada semuanya!! Terima kasih untuk tontonan tontonan yang sangat kreatif juga bermanfaat. Karya-karya anak bangsa Indonesia yang memang patut di apresiasi. Terima kasih !
960,"masterpiece, let's go trendingggg"
961,"""Ini baru seni""
-squidward"
962,4:30 always parah 😂
963,10:24 ಥ‿ಥ
964,The best youtube rewind i've ever watched
965,Im in tears.. good job team! 🥰💖💖
966,"Can't say anything, it's just A MASTERPIECE to me😭😭😭😭"
967,The real YouTube rewind 2020 🔥🔥🔥🔥🔥🔥
968,5:50 Asli merinding 😭✨
969,🔥🔥🔥the best masterpiece
970,"i had goosebumps, merinding."
971,this is what i've been waiting for 😍
972,THAT LATHI SCENE 🔥🔥🔥🔥
973,"Every second so amaze, booom!"
974,"Youtube rewind Orang luar: Dislike Paling banyak
Youtube rewind Anak bangsa: kebanggaan kita"
975,Baru nyadar ternyata pas momen flashback nggak ada momen saat YTR 2019.
976,"Gasia sia nari smbil dingin""an kalo sebagus ini hasilnya.. mo nangiiiiissss ngliatnyaaaa karna keren beddddddddd aaaaaaa
Trending 1
Trending 1
Trending 1"
977,gile bener-bener detail banget! petjah! keren abis! salute!❤️
978,"So lovable. Cool. Deep meaning. Thank you all indonesian youtubers for colouring my life every day, every night."
979,"that was awesome, im crying"
980,"thankyou, too beautiful 😢🙏🏼"
981,When the imposter is sus!😳
982,"3:48 Berasa banget sih stylenya Wes Anderson, keren parahh"
983,YANG AMONG US DE BEST NJIM 😂😂
984,that was so coolllll !!!!! 🤩🤯🔥🔥
985,harus trending ini intinya titiq!!!!!!😭😭🔥🔥🔥✨✨🙏🤲
986,"Best youtube rewind ,
 thx SkinnyIndonesian24 , appreciate 🙏"
987,That was amazing!!!
988,This is the real M A S T E R P I E C E !!🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
989,bagian alffy rev langsung merinding kaget seneng bgt hu😭❤️
990,"Keren keren keren, i love it ❤️❤️❤️❤️❤️❤️❤️"
991,Kereeeeeeeeeeeennn🔥❤️😭
992,"9:28 ada lagu Maafkan Aku-Tiara Andini<3
keren bangettt"
993,3:42 hallo bang budi panutan kuu
994,I GOT A GOOSEBUMP WATCHING THIS!!! THIS IS SOOOOOOOOO GREAT! THANKYOU CHANDRA AND AULION FOR DIRECTED THIS YOUTUBE REWIND😭 2020 IS SUCK BUT YOU MAKE IT BETTER BY MADE THIS ❤️
995,Keren kali ya Allah😭😭 good job gaes❤️
996,BEHIND THE SCENE
997,3:37 wih ada tahilalats
998,"GOKILLLLLL,KEREN ABIZZZZ🔥🔥🔥🔥"
999,"SUMPAH, SUMPAH , SUMPH KEREN 😭😭🙏🙏🙏"
1000,Aahhh merinding cookkk🔥🔥🔥🔥🔥🔥
1001,"Wah gacor sih parah,sampe gue merinding🔥"
1002,"keren nih youtuber youtuber nya yang masuk sini. kinda miss the old youtube tho. miss ria sw, radit, kevin anggara tho :"")"
1003,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥GG
1004,"KALAU NGGAK
TRENDING GUA DEMO YAA !!🔥🔥🔫"
1005,Kerenn ❤️🔥
1006,The legends😳
1007,"Kerennn,proud off all you guys mantap!1!1!1!1!1!1!1!"
1008,"4:50 kayak marah banget

Salam dari malaysia🇲🇾🇮🇩"
1009,"Terimakasih timone,nessie,aulion,skinny indonesia 24 yg udah buat rewind 2020 sebagus ini.
Good job gaesss"
1010,Meanwhile YouTube didnt even bother to make watchmojo part 2
1011,"Ga kerasa cpt bgt 2020😭 jadi kangen masa"" Viral yg dulu🙃❤"
1012,KEREN ABIS!😭❤️❤️
1013,"Keren parahhhhh❤😭. Terimakasih , khususnya orang2 dibalik layarr!!"
1014,SUMPAH SEKEREN INI!!!!!❤️❤️❤️
1015,gokiiiiil! keren parah merinding nontonnya
1016,11:28 Om Fitra ketawa
1017,11:29 wahhhh
1018,"DONT SAD BECAUSE THEIR LEFT, BE HAPPY BECAUSE THEIR EXIST

BIG THANKS TO EVERYONE YANG UDAH BIKIN REWIND INI BERARTI!!!!"
1019,"Selamat tinggal 2020,
Semoga lebih baik lagi di 2021,

Sungguh keren karyanya bang, mewakili semua kenanagan di 2020."
1020,KERENNNN BGTTTTTTT MONANGISSSSSS😭❤️❤️❤️❤️❤️
1021,KEREN PARAH WOY!😭
1022,Goosebumps🔥🔥
1023,Gue merindinggggg sampe abis!😭
1024,"keren sumpah ampe rada"" merinding liatnya"
1025,Parah sih ini🔥🔥
1026,Kenapa gua nangis nonton iniii😭🔥🔥
1027,gokils sii🔥
1028,Youtube rewind terbaik yang pernah ada. Asli keren banget kalian 🔥🔥🔥❤❤❤🎉🎉🎉
1029,2:50 chefnya bisa berubah ya😂😂😂
1030,Sadis Emang Kalo Legend Yang Ambil Alih 🔥
1031,"BISA BISA NYA GA TRENDING😭😭😭
KEREN BANGET GILAAA!!!, TRENDING AYOO CEPATT!!!"
1032,"Demi, nangis nonton ini 😭"
1033,"Semoga Indonesia makin membaik. Sukses terus negara ku, kesejahteraan rakyat wajib di nomor satu☝:)"
1034,this is amazing 🥺😍👍🏿
1035,Wahh mantepp keren abiss🔥
1036,Semoga tahun 2021 lebih menyenangkan dari tahun 2020. Aamiin 🎉
1037,Kerennnn 🔥🔥🔥🔥🔥🔥
1038,merinding loh liatnya😭
1039,Music editor dan komposernya keren bangeetttt 🔥🔥🔥
1040,Merinding parah 😭
1041,7:30 sampe akhir merinding parah
1042,finally ada bangjer nyempil wkwk
1043,Visual effectnya gila sih.. 🔥
1044,LIT🔥🔥🔥🔥🔥🔥🔥🔥
1045,"14 menit terbaik untuk akhir taun 2020 :"")"
1046,Kerennnnn 🔥
1047,agung hapsah ada ternyata🥺
1048,Damn! This's truly awesome.. semoga Dunia kian membaik khususnya INDONESIA TERCINTA..
1049,Gila lu semua yang di belakang ini semua salutdah❤️❤️✌️✌️
1050,keren bgt sihh iniiii😭😭😭😭🔥
1051,GILAAAA KEREN PARAH SEMOGA DI 2021 ESOK TUJUAN KITA TERCAPAI SEMUA AMINNNNN
1052,"siapa yang cita""nya hidup buat nonton YouTube rewind doang?"
1053,Baguusss bangettttt sampeee nangisss 😭
1054,"Why the hell I dropped my tears for this fcking amazing video🥲
Great job u guys👏🏻 👏🏻 👏🏻"
1055,🔥🔥🔥
1056,"GILAAA KERENNN PARAHHHH
aplagii pas hanindya nyanyii, lgsg merinding dan spechlesss🥺🥺🥺😭😭"
1057,Keren bangetttt 🔥🔥🔥
1058,"tepuk tangan buat semua yang partisipasi *prok prok prok ... 
keren, emotional diakhir dapet banget"
1059,MANA MIAWAUG?????
1060,Merinding sumpah Epic bangeet 🔥
1061,WOW SPEECHLESS !!! 😍😍😍
1062,aaa keren bgt merinding!❤
1063,THE BEST YOUTUBE REWIND SUMPAH NANGIS BANGET!
1064,Crying :')
1065,"Mantap, terus semangat untuk para konten creator"
1066,SUMPAAH KEREN BANGEEET MERINDINGG!!!!😍😍😍
1067,"Kerenn parsss

Maaf nih bang :
14:04 typo nama/gambar ? Atau gua yg salah liat ? Yg arif muhammad"
1068,Merinding nontonnya😂
1069,Behind the scene yanh dong..
1070,Kereennn🔥
1071,Legends🙏🏻
1072,"Video di awal
Chandraliow be like : Saya adalah master trapper room.."
1073,"Ihhh keren bangetttt :"")))) 
Harus trending!!!!"
1074,Merinding... Demi apa sumpah bagus bangetttt 😭😭✨✨✨
1075,Keren abis gilaa🔥🔥🔥
1076,TERIMAKASIH! :')))
1077,"Emg youtube udh nggak kyk dlu, butt yeahhh thank's for the make rewind , speechless"
1078,Bangga 🔥🔥🔥
1079,keren parahhh🔥🔥🔥🔥
1080,"gilaaaaa kerennnn bgt, merinding.. epik bgt 🙏😍😍"
1081,"Keren bangettt, penutup 2020 yang indah walaupun tahun ini tahun yang ga mudah buat banyak orang"
1082,11:29 itu om Fitra Eri?
1083,Gacorrr💯
1084,"Found it. 
Oh ini yang di twitternya sep arnold

2:49 shrek arnold"
1085,kumengangis membayang kan~
1086,Kerennn banget gakuatt merindingg guweee:')
1087,endingnya sedih🥺🥺
1088,Wah gila jadi flash back 😂
1089,The best sih ini :)
1090,Gila keren banget 💯💯
1091,Keren parahhh🔥
1092,Wish u all the best :')
1093,keren 😭
1094,Chandra + Aulion emng🔥🔥🔥
1095,Keren bangetttttt❤️
1096,"4:26  UNTUK DEADWOOD UMAT LUCU UMAT  LANGSUNG KLICK,"
1097,The best lah pokoknya!!!
1098,"Gua kira ada ericko lim,,,merinding gua nonton nyaa sampe mau nangis😭"
1099,Amazing 🔥🔥🔥👏👏👏👏👏
1100,PETCAHHH🔥🔥🔥🔥🔥
1101,Speechless🥺
1102,"wah gilaa keren parahh,fix harus banget trending no 1 sih ini"
1103,"KEREN PARAH, PENUTUPAN 2020 YG INDAH 😭"
1104,Keren 💕
1105,Gila ini sih masterpiece banget👏💪
1106,"Gokil :"") keren parah bois gudjob"
1107,Scene terbaik 12:04
1108,"Keren parah asli, feelnya dapet d endingnya"
1109,KEREN BANGETTT AAKKKGGHHHH😭😭
1110,Monangis bgt sedih 😭😭😭😭 proud to be indonesian😭😭😭
1111,"Wah gilasih,merinding cuyyy"
1112,SAKITT!! KEREN MAMPUSS
1113,MERINDINGGGGGG 😭😭😭😭
1114,gila.....ini video riwen paling epik... gila...klo udah campur tangan Chandra Liow memg  mantul abis video nya..... 🔥🔥🔥
1115,Owwwwwwwwhhhhhhhhh shittt gada obatttt REWIND INDONESIA 2020 😭😭🥺🔥❤️❤️
1116,OMFGGGG IM CRYING LMAOOOOO. THIS IS SO GREAT!!!!! OMG I LOVE Y'ALL!!!!
1117,"Yang gak sengaja baca komen gua, semoga kalian sehat selalu, di beri kesehatan, dan di beri rezeki amin :)"
1118,"2:38
Bang jerome dan ayahanda 
😅😅"
1119,"PARAAHHHHHH MERINDINGGGGGGG , THE BEST REWIND EVER"
1120,"Kacauu sih ini keren parah brohh, let's Go trending 🔥🔥🔥"
1121,Omg this is super cool. Happy tears 😢
1122,"This is the best video i ever watch in 2020, thankyou very much <3"
1123,"NGL, I CRIED 😭😭"
1124,"Man I'm just cried. it's so beautiful in any terms.
respect!! even mas anca was there. lol"
1125,9:45
1126,ITS SO GOOD 🔥🔥🔥🔥 MASTERPIECE
1127,GO TRENDING 🔥🔥🔥
1128,"TY soo much for making this great video of 2020 Youtube Resund Indonesia, Really enjoy it.

 Hope 2021 will be better."
1129,"DAMN, I GOT GOOSEBUMP WATCHING THIS
THIS IS MASTERPIECE 🔥💯
#RI2020"
1130,3:36 aduh salfok sama senyumnya Aurélie 😍
1131,🔥🔥🔥🔥🔥🔥 OMG!
1132,7:42
1133,"04:15 and 04:24  Wait, looks like I know where this came from"
1134,"thank you, content creators, for all of this years"
1135,"So emotional and sad ending too, damn!"
1136,The best youtube rewind indonesia I’ve ever seen
1137,"Deddy ""3,2,1"" *wild kredivo appears!"
1138,THE BEST THING THAT HAPPENED IN 2020. PERIODDTTTT
1139,TERIMA KASIH CHANDRALIOW! TERIMA KASIH SEMUANYA! :')
1140,KEREEEEN PARAHHH🔥🔥🔥🔥
1141,"REWIND 2020
THE BEST EVER !!🔥🔥"
1142,"""CINTA PRODUK LOKAL"" 
  ❤️    ❤️    ❤️   ❤️   ❤️"
1143,MERINDING WOY 😭 KEREN PARAHH 🔥🔥🔥
1144,"GILA...!!! KEREN BANGET...!! MERINDING..!!!

😀👏👏👏👏👏👏"
1145,7:53 merindinggg:(
1146,Kereeen siiih 👊🏻
1147,TRENDING!! TRENDING!! TRENDING!!
1148,3:10 jendela
1149,"I'm fuckin cryin guys, sungguh2 persembahan yang sangat luar biasa😭"
1150,"KERENN BANGETT, YUK TRENDING YUK 🔥"
1151,"3 hari lagi sudah 2021 yaallah semoga tahun 2021 merupakan nafas segar buat kami, corona hilang, korupsi diberantas, bencana berkurang, iman bertambah aamiinn"
1152,"guys u doing well
 !!! 
ah... no sorry, that's not a good word for this masterpiece actually 
""YOU GUYS DOING PERFECT"""
1153,"Keren baget para,senangnya dapat sedihnya jga stgaaa
Sumpah ngak dah tanding"
1154,"sumpah gw mrinding, salut gw sama kretor” nya 😌🥲"
1155,Keren abis woi merinding asli😭😭
1156,"I got goosebumps. Njirr...
After all we've been through this year 😭😭.
Thanks 2020. We still survived"
1157,9:34 Agung Hapsah
1158,"Jatoh nya ke SEDIH, poor 2020. Semoga mreka yg menjadi korban Covid-19 beristirahat dalam damai."
1159,PENUTUP TAHUN YANG INDAH NAN HARU💜💜💜💜💜💜💜 LOVE U ALL
1160,"Keren banget, ada part yang bikin merinding, sedih, nano nano pokoknya, good job all 👍👍👍👍"
1161,classyyyy🔥🔥🔥🔥
1162,4:46 Momen terlucu. 😆
1163,"Yang nonton baru 200 rb kok like nya uda 360rban ?
Bot?"
1164,"GILSS, MERINDING !!! ❤"
1165,HARUS TRENDING!🔥
1166,TOLONG INI HABIS BERAPA MILYARRRR PEMBUATANYA 😭😭😭😭😭😭❤️❤️❤️❤️❤️❤️
1167,PARAAHHH BAGUSS SAMAPAI BUAT MERINDINGGG!!!😭😭😭 SALUTT & TERIMAKASIH ❤❤
1168,"Kerenn
Trending!
Trending!
Trending!"
1169,Sedih sih pas di ending :')
1170,"Keren,serius 🔥"
1171,hei anda yang ada di scene ini 4:28 ingat fans real madrid menunggu anda semua sebagai piala hei!
1172,"11:34
Terima kasih karena sudah ada🙏🏻"
1173,KEREN PARAH WAJIB TRENDING🔥🔥
1174,Kereeen🔥🔥
1175,Kereeennn parahhhh🔥🔥🔥🔥
1176,It speaks volume how talented you guys are
1177,4:40 ngakak anjir
1178,"i have goosebumps, god!"
1179,2:51 bisa2nya berubah wkwkkwkw
1180,Menit ke 14:21 sedih 😭😭😭😭
1181,"KEREN BOSS!!
INDONESIA 2021 ANE KASIH SUKOI SU54 GRATIS DEH👍❤️"
1182,Mantap🔥
1183,udah nonton semua video di 2020 HAHAHAHAHAHAHAHA SERIUS!! HAHAHAHAHAHAHAHAHAHAHA JADI PENGEN BUNUH DIRI HAHAHAHAHAHAHAHAHAHAHA
1184,2:51 kok chef arnold jadi jadi chandra liow 😂
1185,"Merinding, sedih, ga nyangka bakal seindah ini di akhir tahun.. Semua bisa digabungkan menjadi satu dan ga berlebihan.. Cukup.. Gatahan anjing pen nangid :("
1186,"menunggu karya satu ini di beranda trending ^^ 

keren parah TT!"
1187,Kereennnn🔥🔥🔥
1188,KEREN ABISSS!!! PARAAAAAHHHH TERKEREN YANG PERNAH DI TONTONNNNNNN WOY🥺
1189,"Dahlah gabisa ngetik yang lain lagi ""KEREN"""
1190,daebak sih ini😭😭❤️✨
1191,"Tahilalat juga ada dong, wkwkw"
1192,Keren banget kacawwww!!!🔥🔥
1193,"INI KUEEEREEEN BANGET, AKU SUKA BANGET.
SAMPEK MERINDING LIHATNYA. INI MAH HARUS TRENDING...AYO BANTU BUAT JADI TRENDING"
1194,Thanks guyss berkat kalian semua kita terhibur..jadi semoga semua nya sehat semuanya yaa...And thanks yuo YouTubers Indonesia 👍.
1195,"As we know, YouTube rewind 2020 has been canceled.  

I think this video will be trending on YouTube and I hope this Youtube Rewind Indonesia Video will be watched by all people from all over the country."
1196,"Makasii buat semua kerja keras team, demi apa nangis bgt liat ini keren parah semua emosi campur aduk antara kagum, kaget, seneng, sedih semuanya pokonyaaaa
Ga ekspect bakal seluar biasa ini tapi demi apapun makasii banyak buat penutupan akhir tahun yg manis bgt kaya giniiii"
1197,"So proud, beautiful."
1198,Rewind youtube indonesia in 2020 goosebumps watching really gokil let's all trending right
1199,3:40 cacing....
1200,"big thanks for SKINNY INDONESIA 24 :"")"
1201,0:00 - 14:21 bikin sedih cuk
1202,Youtube Rewind 2020🔥🔥🔥🔥
1203,THIS IS FIRE 🔥🔥🔥🔥🔥🔥🔥🔥🔥
1204,Rewind youtube indonesia in 2020 goosebumps watching really gokil let's all trending right
1205,Rewind youtube indonesia in 2020 goosebumps watching really gokil let's all trending right
1206,OFF THE CHARTS🔥🔥🔥
1207,THAT LATHI X HOW YOU LIKE THAT SCENE Y'ALL 😭😭😍
1208,rasanya kyk YOUTUBE REWIND ALL TIME :')
1209,"Sepanjang video cmn bisa terharu sama bilang ""gilak keren bgt!"" and also let's pray for a better year in the future aamiin❤"
1210,Terimakasih banyak. Terimakasih banyak kepada kalian yang sudah menghibur kami semua.  we proud of you guysssss!!!!! Merinding campur tangis. Tapi bahagiaaaaaaaa!
1211,THIS MAKE ME CRY!!!!! KEREN BGT!!!!!
1212,Remember YouTube rewind 2016😭
1213,Mo nangis terhura😭
1214,"Classd 🔥🔥🔥, bantu gengs :')"
1215,"gokilll abis, merinding🔥🔥"
1216,"gilaaa keren bangett, yok trendingkan gaisss!!!"
1217,"The music man the music, crazy"
1218,3:10 itu penampakan bukan sih
1219,NANGISSSSDDD BANGETTT ARGHHH KNP AKHIRNYA GITUUU😭😭😭😭😭
1220,"Pecah njir, 9/10
Smoga di tahun depan bikin lagi, jgn bkin ini jadi rewind garapan Chandraliow dkk terakhir"
1221,Thank you for made this video and added Dynamite.
1222,"yg buat musiknya gua kira Jack Ü wkwkwkw asli keren banget, overall nya pun juga bagus bat asli!"
1223,"Keren parahhh:"""
1224,14:21
1225,Best of the best 🔥
1226,Masterpiece!!!!
1227,🔥🔥🔥🔥🔥
1228,merinding cukkk😭❤️
1229,"Keren parah gila konsepnya bnr"" bikin takjub....
Thank you buat kalian yg udh ramaikan dan buat rewind ini🔥🙏"
1230,Merinding bgt nontonnya 😭 ❤️
1231,"Merinding nontonnya :"""
1232,KEREENNNN🔥🔥🔥
1233,"Endingnya kok Mata gua berkaca2 ya. Keren bgt ,gokil, ajg, GG parah, Salut, gaada obat, terimakasih ❤️😎"
1234,REWIND INDO TER EPIC SI😭
1235,PECAHHH GILAAA <3
1236,Keren parah sih ini🔥
1237,KEREN PARAHHHH!!!
1238,Yooo its rewind timeee...
1239,"gua g ad nge skip sama sekali, sumpa anjrit keren bgt hehhh😭🔥"
1240,Kerennn parahhhh sihhhhh🔥🔥🔥
1241,Gilaa parah bagus banget anjir🔥🔥🔥❤️
1242,"KEREN PARAH, MERINDING DARI AWAL SAMPE ABIS, GA PAKE SKIP! 🔥🔥"
1243,"Thank you and goodbye skinnyindonesian24, see u next time 👋👋"
1244,"Keren banget woi mo nangiss, masa ga trending si video kayak gini harus trending dong!!!!"
1245,"keren sih 😭, nangis ketawa jadi satu mantap bang chandra"
1246,🙌🙌❤️❤️
1247,7:53 Awal dari kemrindingan
1248,Keren bgt aslii!!!!🔥✨
1249,Salut banget sama mereka semua😭🔥
1250,thankyou for making this! aku nangis:(
1251,"Merinding dengan konsep yg sekarang , terimakasih untuk semuanya yg telah membuat video ini pesan kesannya dapet dan bener benr keren"
1252,All the good things just happened. Thank you buat kalian yang sudah bekerja keras untuk rewind 2020 ini 🔥🔥🔥🔥
1253,Keren Parah 🔥🔥🔥
1254,keren parah🔥🔥🔥
1255,"Love it, thank you❤"
1256,Youtube rewind indonesia terbaik ><
1257,"KERENNNNNN PARAHHHH,BANGGA JADI WARGA INDONESIA 🔥🔥🔥"
1258,"The best video ever, emosi nya bener di campur aduk."
1259,9:42 agung msh on ya bund :)
1260,0:43 DAISAN NO BAKUDAN BITES ZA DUST!!
1261,"Masa iya gak trending?

Harus trending inimah!!!!"
1262,Keren 🔥🔥🔥
1263,Paraaaahhhh epic banget omg <3
1264,Anjim mampus keren parah 😭😭
1265,Ini sih kereennn #paraahh 🔥🔥🔥
1266,KERENN BGTT😭❤️
1267,Da real masterpiece !
1268,Kerennnn♥️
1269,NICEEEEEE!! I LOVE YT REWINDD 2020!!!
1270,"Siapa disini yg nonton gara gara reaction ama youtuber klean, sini kita satu server😂"
1271,"Yang ngeyucub dari zaman Eclipse, AripArap, Tim2Rap, drama Gazelle, pasti merinding 🥺 thebest! 👌"
1272,Trending yokk !! 🔥🔥
1273,Aliggg sihh🔥
1274,Sori mau nambahin.. gw uda ngulang 3x dan 3 kali 3 kalinya gw nangis .. ini maksudnya apaaaaa 🥲🥲🥲🥲🥲
1275,"KEREN PARAH DAN HARUS KALIAN TAU DEMI APA AKU SAMPE NANGIS NONTONNYA,MERINDING BANGET,SANGAT SANGAT WAJIB DIAPRESIASI KARYA ANAK BANGSA!!!! KUY ON TRENDING!!
SAMPE AKU ULANG NONTONNYA PUN TETEO MERINDING!!
KOLABORASI DAN KARYA YANG SANGAT LUAR BIASA!!!!"
1276,"Chanda & aulion, very nice hard work mam. Damn my tear still coming out 😂"
1277,The most memorable YouTube rewind indonesia
1278,"GOD IT'S SO BEAUTIFUL. IT MAKES ME SMILE, GIGGLE, LAUGH, AND CRY 😭❤🔥"
1279,IMAGINE DISLIKING THIS MASTERPIECE
1280,"SPEECHLESS BANGET GILAAA MERINDING!!! kereeeen banget sih, bener2 terharu :') Thanks all :'"
1281,"8/10 for concept
10/10 for audio, goddamn."
1282,7:53 merinding
1283,9:36 i love it
1284,LET'S GO TRENDING !!!!!! 🔥🔥🔥
1285,"So emotional and sad ending too , damn!"
1286,"Can this video go internasional ??, This so amazing"
1287,"Beautiful, not just visually but also emotionally"
1288,"gilasih, keren bangett🔥🔥🔥"
1289,BEST YOUTUBE REWIND INDONESIA 🔥🔥🔥
1290,10:33 - 11:54 the best part lah
1291,This is we called a quality content
1292,You guys did an Outstanding job. it gave me Goosebumps. SALUTE.
1293,"Gokilll........ Pecah abis RI2020
MERINDING PARAH🔥🔥🔥🔥"
1294,"Trailer nya aja udah bilang ""anjing keren"" ""wahh gilaa smpe merinding tsay"" ""GOKKKILLL"" jadii kangen ytff 😭😭😭"
1295,"Sumpah, ini Is The Best Of The Best banget sih, sampe merinding..... Wajib trending!!!!!!!"
1296,Rewind youtube indonesia in 2020 goosebumps watching really gokil let's all trending right
1297,Terimakasih kalian semua pejuang karya!
1298,"Semoga Youtuber"" Indonesia Makin Maju 🔥🔥🔥"
1299,serius keren bgt oi:(💗
1300,2:39 YAALLAHHHH ADA HAN JIPYEONG ;;-;;;
1301,GGWP CHANDRA LIOW & AULION BESERTA TEAM 🔥🔥🔥🔥🔥
1302,bismillah trending
1303,"Nangisss terharuu Guaaa.
PARAHH KEREN BNGET🔥"
1304,"Kerennnnn parahhhh🔥🔥😍
Semuanya bener² colourfull❤️❤️"
1305,"Gokil, keren, on fire congrats untuk semuanya 🔥🔥"
1306,"Kerennn gilaaaaaa 🔥🔥🔥
trendingkannn 🔥🔥"
1307,"❤️ Terimakasih para konten kreator yang selalu kasih kita tontonan dan menghibur kita semua, walaupun sama-sama sedang didalam keadaan sulit. Terus berkarya and we love you guys ❤️"
1308,K E R E N 🔥
1309,"😱, so coooollll.... I'm proud of you guys... ❤️"
1310,"keren parahhh, feel nya dapet banget, sampe nangis😭"
1311,towards trending youtube let's come on
1312,towards trending youtube let's come on
1313,MERINDIIIIINGGGGGGGGGGG🔥🔥🔥🔥🔥 ASLI NANGIS AING LIATNYA!!!!!
1314,This is so amazing
1315,WAHGILASII 🔥🔥
1316,MERINDINGGGG🔥🔥🔥
1317,Bang Chandra Liow ngga bikin Behind The Scene?😥
1318,"EPIC 🔥🔥🔥🔥🔥
GO TO TRENDING #1 🔥🔥🔥"
1319,Keren Sih 🔥🇮🇩❤️
1320,"GOKIIL PARAH COK, MERINDING NGLIATNYA. GAAASS TRENDINGKAN"
1321,GG GEMING RI2020 KATA ILHAM🔥🔥🔥🔥🔥
1322,"Viewers sama like masih banyakan likenya donk:) Jarang terjadi:"""
1323,Gw ngeliat ini ambil berak:v
1324,"KEREEENNN BANGET :"")"
1325,"Damn🔥, merinding+bangga nonton nya"
1326,Skinny24 jngan bubar
1327,3:36 sih fav 😘
1328,Kerennn🔥
1329,Masterpiece✨✨✨
1330,KEREN BANGETTTTT 🔥🔥🔥🔥🔥🔥🔥
1331,"GILA SIH INI THE BEST REWIND EVERRR!!!??😭❤❤❤ 
btw akhirnya rewind indo yg hampir smua gw kenal orgnya ~"
1332,"Damn, merinding"
1333,Merinding liatnya🥺🔥
1334,Gila keren banget salut🔥🔥👍❤️
1335,"wahhh ini keren parah si sumpah,  gak nyangka gua, out of the box, emotional banget kas nya bg candra liow dan coluorfull nya dapet dari bg aulion, keren parah, respect ke semua team kecee abis, 🥺😭😭😭😍"
1336,o yeahhhh!!!
1337,WAHH GILAA KEREN BANGETTT!!!!😭❤️❤️❤️
1338,Part coki sama tretan pecaaaaah😂
1339,Alingga be like:ಥ‿ಥ
1340,"Rewind paling epic yang pernah ada. Terimakasih chandra, aulion, dan semua tim. Pemberian 2020 yg sangat manis"
1341,KERENNN PARAHHHH🔥🔥
1342,Semoga YouTube xxgoy tambah sukses dan selalu berkarya
1343,Cuma mau bilang GOKIL! LUAR BIASA! GOOD JOB! Keren parah terkonsep dari story dan visualnya parahh parahh🔥🔥
1344,Pecahhh gokilll🔥🔥
1345,Kerennn ❤️
