No,Komentar,P1,P2,P3,Hasil,,
1607,Terima kasih semuanya. love you all. - SkinnyIndonesian24 ( Andovi da Lopez & Jovial da Lopez),1,1,1,Positif,,
1608,"7:55 Pas masuk scene ini ditmbah lagu wajib nasional, beuhh merinding bnget sumpah, ntah knapa tiap dengerin lagu wajib nasional suka merinding dan kadang ampe nangis ðŸ˜­
 Gokil parah sii mulai dri konsep, visual, ama backsound nya, Numero Uno ðŸ‘",1,1,1,Positif,,
1609,Talent with no passion is nothing but talent with passion is amazing. One of the best rewind ever ðŸ”¥ðŸ”¥ great job!!! Pokonya kerenn parahhh,1,1,1,Positif,,
1610,"KEREN BAAAANGEEEEEETTTTT
Makasih yaa kalian yg sudah kerja keras bikin iniii",1,1,1,Positif,,
1611,TerbaikðŸ”¥ keren bet dah,1,1,1,Positif,,
1612,terimakasih untuk kalian semua yang sudah bekerja keras. terimakasih sudah menemani tahun 2020 ini. terimakasih skinny indonesia yang tidak akan pernah terlupakan. KALIAAN KEREN BANGETTTTTTTTT NANGISSS NIHHH,1,1,1,Positif,,
1613,I'm satisfied <3,1,1,1,Positif,,
1614,4:13 satir in actionðŸ˜­,0,1,0,Netral,,
1615,Di mohon memakai speaker/headset terbaik kalian ketika menonton.,0,1,0,Netral,,
1616,what a masterpiece,1,1,1,Positif,,
1617,2:38 moodbosterku jipyeong dan mas hansol ðŸ˜­,1,1,1,Positif,,
1618,"atleast, this is the good way to end 2020, good job guysðŸ‘",1,1,1,Positif,,
1619,"Merinding, bagus banget ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ harus trending ke1 nih gue gak mau tau harus trending pokoknehðŸ˜­ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ 2020 baaay selamat jalan",1,1,1,Positif,,
1620,"Terimakasih buat kalian yang udah berpartisipasi semua ini, kerennn!!!ðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
1621,This year is the most beautifull years!!:),1,1,1,Positif,,
1622,This is so cool! Congrats to all team!! ðŸ’•,1,1,1,Positif,,
1623,"Sad ending:(
The bestt ðŸ”¥",1,1,1,Positif,,
1624,"OMG THIS IS SO COOL, IF U SAY 2020 IS THE BAD YEARS, YOU'RE STUPID BRO!! I LOVE IT, NICE KEEP GOING!!ðŸ’œ",1,1,1,Positif,,
1625,Wah gila sih ini wajib trending 1 guysss......,1,1,1,Positif,,
1626,Merinding abissss. Ayo Trendingkan,1,1,1,Positif,,
1627,"Yok trending, iki keren bgt parah!!!",1,1,1,Positif,,
1628,"This is the best video i ever watch in 2020, thankyou very much <3",1,1,1,Positif,,
1629,2:42 my Dynamite,0,0,0,Netral,,
1630,"Damn, this is legit. Thank You !",1,1,1,Positif,,
1631,I LOVE YOU ALL INDONESIAN YOUTUBERSâ¤ï¸,1,1,1,Positif,,
1632,2:38 hanjipyeong & nam dosan <3,1,1,1,Positif,,
1633,"REWIND INDONESIA 2020
LEGGO!! #RI2020",1,1,1,Positif,,
1634,9:35,0,0,0,Netral,,
1635,"Well, the best video ever!!!! Also sad for losing Skinny :((",1,1,1,Positif,,
1636,"Keren banget woyyy,,,wajib trending!!!!!!!!!",1,1,1,Positif,,
1637,HOLY SHIT THIS IS TOO GOOD,1,1,1,Positif,,
1638,"Komen setelah trending âŒ
Komen sebelum tayang âœ…

#RI2020",1,1,1,Positif,,
1639,This is was insane this is amazing damn god wow cool,1,1,1,Positif,,
1640,IT'S SO DAMN GOOD!,1,1,1,Positif,,
1641,"Siapa yang nontonnya lebih dari sekali?
â€œMeâ€
Gilak keren sih, sampe gw ulang-ulang",1,1,1,Positif,,
1642,"Keren bangetttt, they really did a great job!!!",1,1,1,Positif,,
1643,LETSGOOOOOO!!!!,1,1,1,Positif,,
1644,11:33 nangis moment,1,1,1,Positif,,
1645,AAAA INI KELEWATAN KERENNYAAðŸ˜­ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1646,8:37 ada bang leo,0,1,1,Positif,,
1647,Ahhh gabisa ngomong lg merinding nontonnya! GokssssðŸ˜­ðŸ”¥,1,1,1,Positif,,
1648,MERINDING PARAAAHHH! MANTAPPU JIWA KEREN BANGETT,1,1,1,Positif,,
1649,Trendingkan ðŸ”¥,1,1,1,Positif,,
1650,2:13 ada bang Budi01ðŸ˜‚,0,1,1,Positif,,
1651,BEST REWIND I EVER WATCHED!,1,1,1,Positif,,
1652,THE BEST YOUTUBE REWIND EVER!!!!!!,1,1,1,Positif,,
1653,Let's Go trending 1,1,1,1,Positif,,
1654,Trending kan!,1,1,1,Positif,,
1655,the bestttðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1656,"yg kesini gara"" pak muhh, gemess bgtt",1,1,1,Positif,,
1657,GOKILLLLLLLðŸ”¥ðŸ”¥,1,1,1,Positif,,
1658,KERENNNNNN REWIND SKINNY INDONESIAN 24 ...,1,1,1,Positif,,
1659,MASTERPIECE!!!,1,1,1,Positif,,
1660,THE BESTT!!!!!,1,1,1,Positif,,
1661,omg im crying!!!,1,1,1,Positif,,
1662,Huuuuaaaa apaÂ²an ini keren banget!â¤ï¸ðŸ˜­,1,1,1,Positif,,
1663,Ye Aye! :D,1,1,1,Positif,,
1664,7:52 merindinggg,1,1,1,Positif,,
1665,"Siapa yang nangis ngeliat Youtube Rewind Indonesia 2020? Gatau, tapi menurutku ini emosional banget",1,1,1,Positif,,
1666,4:48 ceramah khas tretan muslim wkwkwk,0,1,0,Netral,,
1667,7:33 aku kira weird genius anjin kwkoakw,0,0,0,Netral,,
1668,LETS GO !! #RI2020,1,1,1,Positif,,
1669,Keren parahðŸ”¥,1,1,1,Positif,,
1670,11:45 WELL THEY'RE NOT LYING ABOUT RETIRED FROM YOUTUBE. YOU GUYS WILL BE THE BEST IN MY HEART,1,1,1,Positif,,
1671,6:02 IYO SENPAAII!!,1,1,1,Positif,,
1672,KEREN BANGET WAJIB TRENDINGðŸ–¤âœ¨âœ¨ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1673,"11:32 Sedih sih Asli Endingnya malah jadi Sad Ending , Gilaaa Petjaahhh bngt YouTubers Indonesia keren bngt skill kelas Dunia!",1,1,1,Positif,,
1674,TOMBOL TRENDING MANA ðŸ˜­ðŸ‘,1,1,1,Positif,,
1675,PEETTJJAAAHHHHH PAARRAAHHHHHðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1676,9:20 salfok sm gadgetin,0,0,,Netral,,
1677,The best youtube rewind ever..,1,1,1,Positif,,
1678,The Lover MV inspiration~,0,0,0,Netral,,
1679,"PROUDD OF U ALLðŸ˜­â¤
KERENNN BANGETT MERINDINGðŸ˜­ðŸ”¥â¤",1,1,1,Positif,,
1680,Terimakasih semuanya para youtubers 2020 kami para penonton menjadi luar biasa â™¥ï¸,1,1,1,Positif,,
1681,Kerenn bngtt iniiiâ¤ï¸ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1682,3:10 lihat jendela,0,0,0,Netral,,
1683,AKHIRNYA INDONESIA MULAI BERSAING DENGAN CHANEL YOUTUBE DILUAR SANA!!!,1,1,1,Positif,,
1684,"sedihhhhh euiii, tapi 2 youtuber yang gw impiin kgk ada ""son of dad"" & ""qorygor"" but its fine I steeelll love it",0,1,1,Positif,,
1685,"This is a masterpiece, thank you sudah membuat karya ini, Indonesia bangga memiliki YouTuber yang peduli dengan persatuan dan kesatuan. ðŸ™ðŸ»â¤ï¸",1,1,1,Positif,,
1686,AHHHHðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ¤ðŸ¤ðŸ¤ðŸ¤ðŸ¤,0,1,1,Positif,,
1687,"4:26 
Zulumat : ""luar biasa luar biasa""",1,1,1,Positif,,
1688,"The Real Comeback, Director nya emang berkualitas âœ¨âœ¨âœ¨",1,1,1,Positif,,
1689,"KERENNN BGETT DAHH
TRENDINGG!!!",1,1,1,Positif,,
1690,Gue merinding nontonnyaðŸ˜­ Keren bangettt!!,1,1,1,Positif,,
1691,bocil epep belike : â€œKOK EPEP GK ADA SIH BANGâ€  ðŸ˜­ðŸ‘ŠðŸ”¥ðŸ”¥ðŸ”¥,0,0,0,Netral,,
1692,Best YouTube Rewind EverðŸ”¥,1,1,1,Positif,,
1693,DAAANG bruhh!! I'm cryingðŸ˜­,1,1,1,Positif,,
1694,"this is my first time crying because of yt rewind. i lost my mom this year, and in the next 9 days, i lost my sister. by looking at this video i know that we've been through a lot. and if u are reading this, you're doing a great job. you can survive until this time and that's great.",1,0,1,Positif,,
1695,"4:30 
The Best Part",0,1,1,Positif,,
1696,PETCJAHHHHHHðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1697,5:40 ada pak Muhammad ðŸ˜‚ðŸ¤£,1,1,1,Positif,,
1698,"6:04 ded,, lo harus main filmm siihh",0,1,0,Netral,,
1699,2:42 STAN PRODUK LOKAL KUYðŸ”¥,1,1,1,Positif,,
1700,SOOO GOODðŸ˜­ðŸ”¥,1,1,1,Positif,,
1701,"11:02 air mata netes dengan sendirinya ... Bagus sekali, terima kasih.",1,1,1,Positif,,
1702,Omg! Kerem bangetðŸ˜­â¤,1,1,1,Positif,,
1703,Yuk Trending Yuk!!! ðŸ”¥,1,1,1,Positif,,
1704,"WAH GOKIL KEREN PARAH, AH KACAU DAH . 
TRENDING KAN!",1,1,1,Positif,,
1705,GOKILLLL! keren banget ini. Part Nyanyi lagu Indonesia merinding bangeet!!,1,1,1,Positif,,
1706,"SENENG BANGETT NONTON NYAAAA, MAKASIH 2020ðŸ˜­â¤ï¸ðŸ”¥ðŸŽ‰ðŸ™",1,1,1,Positif,,
1707,Favorite scene Coki Muslim wkwkwk the best lah wkwkwk,1,1,1,Positif,,
1708,Yg suka atau sedih lihat rewind Indonesia ,1,1,1,Positif,,
1709,Omgggg keren bgtttttðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1710,MERINDING GILAAA KERENNðŸ”¥ðŸ”¥,1,1,1,Positif,,
1711,"The best untuk semua yang udah berpartisipasi, peluk hangat online... keren abissssâ¤",1,1,1,Positif,,
1712,Pertanyaannya rewind 2019 kok ga ada woy?,0,0,0,Netral,,
1713,"sooo creative, pesan yang disampaikan dapat ditangkap dengan baik. well done buat semua team dan konten kreator (youtuber) yang terlibat",1,1,1,Positif,,
1714,"keren parahh, semua yutuber yg gw tonton selama 2020 ada disini :""))",1,1,1,Positif,,
1715,KERENNNN BANGET WOILAH HRUS TRENDING 1,1,1,1,Positif,,
1716,DAME it bro! Benar benar konsep nya sangat sangat menarik godd job for chandraliaw&aulion,1,1,1,Positif,,
1717,Kerenn bangett! Sampe nangis terharu dan bangga sama indonesiaðŸ˜­ðŸ’–,1,1,1,Positif,,
1718,"Speechless, keren bangettt ini ðŸ˜­â¤",1,1,1,Positif,,
1719,that last scene tho..ðŸ˜¢ðŸ¥º,1,1,1,Positif,,
1720,Keren banget si iniðŸ”¥ðŸ˜­â¤ï¸,1,1,1,Positif,,
1721,Aaaaaaahhhhh~ UDAAAA GILLAAAA YA KALIAAAANN SEEEMUAAAAAAA~ KERREEENNNN PAAARRRAAAAHHHH~ DI SUASANA CHAOS BEGINI SUMPAAAAHHH VIDEO INI BENERRR2 AAAAHHHH~ GAK TAU LAGIIII MO NGOMONG APAAAAAAAA :'( BAIK2 TERUS KALIAAAAANNNN :'),1,1,1,Positif,,
1722,AJG! DPT BGT VIBES NYA!!ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1723,Ajg gua lagi maskeran liat scene pak muh ðŸ˜‚ðŸ˜‚,1,1,1,Positif,,
1724,im waitin..,0,0,0,Netral,,
1725,"Nobody : .....
Me & my friend : Itu anak kecil siapa sih ðŸ˜‚",0,0,0,Netral,,
1726,"ðŸ¤£ðŸ¤£ðŸ¤£ ketawa ngakak pas main peran among us. ""Ini permainan fitnah online"". ðŸ¤£ðŸ¤£ðŸ¤£

Sama yg epic tu lagunya Lathi, emng yg mixing lagu jago ... ampun ðŸ™Œ",1,1,1,Positif,,
1727,Kerennnn bangett merindinggðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ’œðŸ’œðŸ’œðŸ’œ,1,1,1,Positif,,
1728,STANDING OVATIONNNNNN!!!!!!,1,1,1,Positif,,
1729,"GREATT PRESENTTTT, UNEXPECT BGTTT PARAHHHâœ¨",1,1,1,Positif,,
1730,DAMN!!! What a great colaboration.,1,1,1,Positif,,
1731,"Titip sendal, sblm trending
Awokwkwkw",1,1,1,Positif,,
1732,Keren bgtbgt!!!!ðŸ˜ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1733,"Good old days :""",1,1,1,Positif,,
1734,"Gua bakal kasih video ini ke anak gua nanti sih, agar dia tau susah dan duka tahun 2020, ini taun paling bersejarah sih menurut gue, taun dimana gua tau kerasnya kehidupan.",1,1,1,Positif,,
1735,"GILAAAAA KEREN BANGETTTT!!! ðŸ”¥ðŸ”¥ðŸ”¥
Terima kasih banyak kepada semuanya yg terlibat dalam produksi video ini! Maju terus perYTan Indonesiaaa!!! #RI2020 ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©",1,1,1,Positif,,
1736,"Ini sih Youtube Rewind ""The Next Level"" bravo...best of the best ever ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘",1,1,1,Positif,,
1737,3:41 anjayy ada bng budio Uwoee,0,1,1,Positif,,
1738,Trendinggggkan ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1739,E P I C ðŸ”¥,1,1,1,Positif,,
1740,video ini akan dipenuhi oleh komentar YouTuber ceklis,0,0,0,Netral,,
1741,Tiba-tiba nagis aja pas sampe akhir (':,1,1,1,Positif,,
1742,"Kerennnn bangetttt parahhhhhhh, nangis merinding ðŸ˜­ðŸ˜­ðŸ˜­",1,1,1,Positif,,
1743,Keren banget ðŸ˜­â¤,1,1,1,Positif,,
1744,MERINDING KAGUM KEREN CAMPURRðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1745,"Paling membuat saya terharu adalah scene nya Briptu Norman. Membuat saya bertanya2, KENAPA DIA KELUAR DARI BRIMOB? ðŸ˜‚ðŸ˜‚ðŸ˜‚",0,1,1,Positif,,
1746,This is Hi Quality production! EPICC,1,1,1,Positif,,
1747,"Keren parah editannya .apalagi alurnya mantap dah .
Merinding dong :)",1,1,1,Positif,,
1748,10:10 kok yg 2018 nya ga di rewind?,0,0,0,Netral,,
1749,Masterpiece!!!!!!,1,1,1,Positif,,
1750,THE BEST INDONESIAN YOUTUBE REWIND EVER,1,1,1,Positif,,
1751,THE BEST REWIND EVER GILEEEEEE HUHH!!!,1,1,1,Positif,,
1752,3:10 Fillo VS EWING HD ðŸ˜‚ðŸ¤£,0,1,0,Netral,,
1753,"The best Youtube Rewind Indonesia so far, cool!",1,1,1,Positif,,
1754,Saya ingin berterimakasih kepada semuanya yg berperan dalam karya ini. Terimakasih sudah membuat karya sekeren ini ditengah pandemi yg sedang kita hadapi. Bangga Indonesia punya kalian. Wajib jadi trending,1,1,1,Positif,,
1755,YOU GUYS LITERALLY SAVES 2020 FROM THE WORST YEAR EVER!ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­â¤ï¸â¤ï¸,1,1,1,Positif,,
1756,Let's Goo Trending kennn ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1757,"When somebody love memaaaaaang, nusuukk",1,1,1,Positif,,
1758,"Sedih Merinding, Semua Jadi SatuðŸ˜­ðŸ˜­

Sedih, Sekarang Tahun Terakhir SkinnyIndonesia24 Di YouTubeðŸ˜­",1,1,1,Positif,,
1759,KERENNN PARAHHHHHHH GOOD JOB!!,1,1,1,Positif,,
1760,sedih liat indonesia begini:(,1,1,1,Positif,,
1761,LEGENDS! THEY'RE BACK!!,1,1,1,Positif,,
1762,The best lah pokok Nya rewind 2020,1,1,1,Positif,,
1763,omg. amazingâ€¼ï¸â€¼ï¸,1,1,1,Positif,,
1764,DAMN BRUH ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1765,"Scene terakhir lagi mewek""nya, liat rambut andovi jadi hilang gua meweknya wkwk",1,1,1,Positif,,
1766,"8:48 zephyrus g14 gada kameranya kok bisa zoom......


Anw great video! Love it â¤â¤â¤",1,1,1,Positif,,
1767,4:16 gua tau refrensi darimana ini ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,0,0,Netral,,
1768,"Sumpah gabisa berkata"" lagi. ðŸ˜­ðŸ˜­ðŸ˜­. Bye bye skinny24 ðŸ˜­ðŸ˜­ðŸ˜­",1,1,1,Positif,,
1769,Pecaaahhhhh pecaaaahhhðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1770,5:00 raja terakhirðŸ˜‚,0,1,0,Netral,,
1771,"I'm on tears! Thankyou for this art! such a beautiful yet heart-warming 14minutes video. You guys are awsome! 
Run out of words. No words. I'm on tears. Thank you guys!",1,1,1,Positif,,
1772,02:13 ada bang budi dong ðŸ˜†,0,1,1,Positif,,
1773,"Merinding before credits, gila sih ini, ðŸ˜­ðŸ˜­ðŸ˜­",1,1,1,Positif,,
1774,MerindingðŸ”¥ðŸ”¥,1,1,1,Positif,,
1775,"Keren parah, gak tau lagi pkoknya mau nangis aja ðŸ˜­â¤ï¸",1,1,1,Positif,,
1776,NANGIISSS !!! â™¥ï¸â™¥ï¸â™¥ï¸,1,1,1,Positif,,
1777,HIGH CLASS.,1,1,1,Positif,,
1778,KEREN BANGEETTT!!! Merinding pas part haninðŸ¥ºðŸ¥ºðŸ¥º,1,1,1,Positif,,
1779,Sad endingðŸ˜­,1,1,1,Positif,,
1780,"Beda kalau yg derect youtuber senior ...
Berkelas",1,1,1,Positif,,
1781,"ko gue nonton rewind malah nangis sih. cepat membaik indonesia, cepat membaik dunia ðŸ˜­",1,1,1,Positif,,
1782,7:53 Gatau ntah ngapa lgsung merinding,1,1,1,Positif,,
1783,"kayak film yh, menghanyutkan ada senang, terharu, bangga, sedihðŸ˜Œ",1,1,1,Positif,,
1784,"It so amazing, bener-bener campur aduk!",1,1,1,Positif,,
1785,"GILA!!!!
sekeren itu, LIT ðŸ”¥",1,1,1,Positif,,
1786,Erico lim minder liat ini ðŸ˜‰,0,0,0,Netral,,
1787,1:45 hit me on face,0,1,1,Positif,,
1788,"keren parah demi apapun ðŸ¥º heran ajah, masih ada ajah yang ngeunlike -_-",1,1,1,Positif,,
1789,RespectðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1790,"Heh yg nanges pas ending ka jo sama andovi keluar ke pintu merah siapa aja :""",1,1,1,Positif,,
1791,BENER BENER KEREN BGT!!!! TERIMAKASI UNTUK PARA CREATOR!! YOU GUYS ARE THE BEST! ðŸ˜­ðŸ’›,1,1,1,Positif,,
1792,7:40 where are you now,0,0,0,Netral,,
1793,"8:36 eh ada lele, mewakili kita2 yg wisudanya harus online :"")",0,1,0,Netral,,
1794,thank u so much for making this great art piece!,1,1,1,Positif,,
1795,MASTERPIECE DAMN!!!,1,1,1,Positif,,
1796,Keren banget ini mahðŸ‘ eit gue kepo sama yang dislike psti psukan yutuber yang nggak ada di sini nihðŸ¤­,1,1,1,Positif,,
1797,Mari kita trendingkan kepuncak tertinggi Number 1 agar Indonesia tau inilah Youtube Rewind terbaik Indonesia! Yuk Trendingkan Yuk......,1,1,1,Positif,,
1798,"Kereeeeeeeen bgtttt, semangat untuk 2021 semangat yukkkk byk hal yg menjadi pelajaran di 2021",1,1,1,Positif,,
1799,"4:13 ini keren bgt, Mashoooook.",1,1,1,Positif,,
1800,How the f*ck its really god than 2019ðŸ˜³ðŸ¤£,1,1,1,Positif,,
1801,2.42 DYNAMITEEðŸ”¥ðŸ”¥,0,1,0,Netral,,
1802,Sayang ngga ada bang jess no limit :(( yang sependapat likeee,0,0,0,Netral,,
1803,KEREN BANGET ANJERRRRRR PROUD OF YOU BANG CHAND DAN YOUTUBER LAINðŸ”¥ðŸ”¥,1,1,1,Positif,,
1804,TER-EPICðŸ”¥ðŸ”¥,1,1,1,Positif,,
1805,"Merinding berkali"" kayak pas nonton endgame suww",1,1,1,Positif,,
1806,"Terimakasih semua youtuber indonesia telah menghibur kami selama ini, salam indonesia.",1,1,1,Positif,,
1807,KERENNNNNðŸ˜­â¤ï¸,1,1,1,Positif,,
1808,kerennnnnnnnnâœ¨ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1809,makasih banyak semua atas kerja kerasnyaaaa,1,1,1,Positif,,1
1810,keren bggddd woeeâœ¨,1,1,1,Positif,,
1811,Yg gw Tunggu2 ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1812,"Kalo ada bang chandra liow dan kawan"" para YouTubers senior,ngga kaget pasti keren lahh,,
Good jobðŸ‘ðŸ‘",1,1,1,Positif,,
1813,KEREN BANGET ðŸ˜­â¤ï¸,1,1,1,Positif,,
1814,Njirrrr ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1815,"And thatâ€™s how you do it! #RI2020 pastinya membekas di hati banyak orang dan diri sendiri, merinding sampe nangis :( thank u so much for the amazing opportunity, I got to be a part of something wonderful! Maju terus Indonesia â¤ï¸",1,1,1,Positif,,
1816,YOU GUYS LITERALLY SAVES 2020 FROM THE WORST YEAR EVER!ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­â¤ï¸â¤ï¸,1,1,1,Positif,,
1817,GAAAAAAAAAAAAAAAAAAAAAAAAAAK ADA OBAAAAAAAAAAT KEREEEEEEEN BETTTTT,1,1,1,Positif,,
1818,"Gw jarang komen (hampir gak pernah malah), tapi harus komen. Gila sih parah banget keren!!!!! gokil, awalnya skeptis soal durasi yang sampe belasan menit. Ternyata bukan cuma rewind 2020, tapi rewind 1 dekade! Gokil great job semuanya! Wajib bangga! 
ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
1819,04:39 Pemuda Tersesat fans Real Madrid ðŸ˜‚,0,1,0,Netral,,
1820,Respect for skinnyindonesian24,1,1,1,Positif,,
1821,Ada pak Muh dong ðŸ˜‚ðŸ˜­â¤ï¸,0,1,1,Positif,,
1822,"Rewind earth nanti taun 2069 , direkturnya mars.",0,0,0,Netral,,
1823,4:14 Waduh mencerminkan sidang di DP-,0,1,0,Netral,,
1824,Gila sih. Emang mantap kalo mereka yg bikin rewind ðŸ¤£,1,1,1,Positif,,
1825,2020 waktunya singkat tapi banyak bgt yg udh dilaluin:),1,1,1,Positif,,
1826,parahhh parahh ini baru rewind ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1827,petjaahhhhhhhhhhhhhhhh â¤ï¸â¤ï¸â¤ï¸,1,1,1,Positif,,
1828,WOWWWW KEREENNNN BANGETTTTðŸ˜ðŸ‘ðŸ‘ðŸ’–,1,1,1,Positif,,
1829,"Sumpah si ini keren banget bikin aku nangis terharu, terima kasih yang sudah berpatisipasi dalam RI ini. Aku bahagiaðŸ˜­",1,1,1,Positif,,
1830,Cryyyy :(( prouuddd!!,1,1,1,Positif,,
1831,kok gua nangis ya :')),1,1,1,Positif,,
1832,Kerennnnnnnnnn,1,1,1,Positif,,
1833,merinding woiðŸ˜­,1,1,1,Positif,,
1834,8:10 iklannya nongol,0,0,0,Netral,,
1835,"senang & sedihnya dapet, merinding brooo!!!!!!!! #RI20 gookkiilllll!!!",1,1,1,Positif,,
1836,REWIND INDONESIA 2020 PECAH!ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1837,i'm crying ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1838,Semoga tahun depan bisa jauh lebih baik! terima kasih 2020 atas segala tantangan,1,1,1,Positif,,
1839,"Satu kata ""KEREN"" , thanks sudah menyatukan banyak perbedaan dalam satu frame, semoga Indonesia bangkit dan sehat kembali",1,1,1,Positif,,
1840,BOOM ini lah yg ditunggu gua speechlees and honestly itâ€™s great fantastic,1,1,1,Positif,,
1841,"Cokkkk,menyalaaaaðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥",0,0,0,Netral,,
1842,"Gimana sih cara like 999+ kali?????


Wajib trending ini mah",1,1,1,Positif,,
1843,"Keren banget sihh,good bye 2020;)",1,1,1,Positif,,
1844,Keren parahã… ã… ,1,1,1,Positif,,
1845,"REWIND KALI INI BIKIN GW NANGIS ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ ga ngerti lagi udah bingung gw masih nyesek karna semua nyampur ðŸ˜­ðŸ˜­ðŸ˜­ keren iya, haru iya, menghibur iya, bingung gw bingung mau jelasinnya gimanaa!!!! Good job team #RI2020 ini sih jujur terbaikkkkks",1,1,1,Positif,,
1846,kerenâ¤ï¸,1,1,1,Positif,,
1847,GOOOKIL ABISSSS ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1848,MantapppðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1849,GILAGILAGILA,1,1,1,Positif,,
1850,Terbaik rewind 2020 Indonesia ðŸ”¥,1,1,1,Positif,,
1851,"ðŸ’¨ Ini rewind Indonesia versi lucu:

https://youtu.be/vrkUlw9HdJE",0,0,0,Netral,,
1852,"I cried so hard, also when i heard ""when she loved me"" in the background. JUST AMAZING",1,1,1,Positif,,
1853,OMGGGG THIS IS SO COOL!!! HOPE THE NEXT YEAR BECOMES A BETTER YEAR THIS YEAR IS A LOT OF TRIALS BUT THIS YEAR HAS A LOT OF MEMORYðŸ¥ºâœ¨,1,1,1,Positif,,
1854,"SORRY I'M LATE, BUT, YOOOWW MAKE THIS TRENDING!!",1,1,1,Positif,,
1855,"GILASI BAGUS BANGETT

KUDU TRENDING INIMAH!!!",1,1,1,Positif,,
1856,I NEED THIS MASHUP MUSIC AVAILABLE ON SPOTIFY !!! ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1857,6:12 dark sidenya 2020,0,1,1,Positif,,
1858,"Dang, this one is d best ðŸ˜” good job guys! U guys made it!",1,1,1,Positif,,
1859,The only thing that i wanna say is thankyou guysâ¤ï¸,1,1,1,Positif,,
1860,"Speechless paraaahhhh pas liat mas anca, langsung keingettt jaman awal2 nnton yutub, nontonya malming mikoðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",1,1,1,Positif,,
1861,11:40 time to say goodbye for old generation,0,1,1,Positif,,
1862,"MAKASIH BUAT KALIAN YANG IKUT BERPARTISIPASI YOUTUBE REWIND INI, KALIAN SEMUA THE BEST! <3
#RI2020",1,1,1,Positif,,
1863,9:43 Epic Moment,1,1,1,Positif,,
1864,4:27 scene yang paling gua suka wkwkwkwk,1,1,1,Positif,,
1865,10:37 ericko lim tersinggung melihat ini,0,1,0,Netral,,
1866,"waktu scene throwback gw nangis, jdi kangen youtube duluðŸ˜­",1,1,1,Positif,,
1867,"Kok gua nangis ya liat endingnya:""",1,1,1,Positif,,
1868,High Quality Content.,1,1,1,Positif,,
1869,KELAAAAASSS SO EMOTIONAL!!,1,1,1,Positif,,
